mun_n,bairro_n,n_cases
SAO PAULO,ITAIM PAULISTA,705
SAO PAULO,BRASILANDIA,667
SAO PAULO,JABAQUARA,606
SAO PAULO,JARDIM HELENA,503
SAO PAULO,VILA CURUCA,493
SAO PAULO,CIDADE ADEMAR,455
SAO PAULO,LAJEADO,447
SAO PAULO,SAO PAULO,402
SAO PAULO,JARAGUA,401
SAO PAULO,CIDADE TIRADENTES,390
SAO PAULO,GUAIANAZES,381
SAO PAULO,PARAISOPOLIS,323
SAO PAULO,SANTA CECILIA,316
SAO PAULO,BELEM,299
SAO PAULO,CANGAIBA,297
SAO PAULO,VILA JACUI,277
SAO PAULO,JARDIM ANGELA,267
SAO PAULO,PENHA,263
SAO PAULO,SAO MIGUEL,261
SAO PAULO,VILA SONIA,255
SAO PAULO,PIRITUBA,254
SAO PAULO,LAGEADO,252
SAO PAULO,VILA MARIA,248
SAO PAULO,HELIOPOLIS,234
SAO PAULO,BELA VISTA,232
GUARULHOS,GUARULHOS,222
SAO PAULO,MOOCA,222
SAO PAULO,RIO PEQUENO,220
SAO PAULO,IGUATEMI,209
SAO PAULO,BOM RETIRO,206
SAO PAULO,BRAS,181
SAO PAULO,PARQUE DO CARMO,179
MAUA,JARDIM ZAIRA,179
SAO PAULO,ITAQUERA,177
SAO PAULO,CENTRO,171
SAO PAULO,SANTANA,167
CARAPICUIBA,CIDADE ARISTON ESTELA AZEVEDO,166
SAO PAULO,CIDADE LIDER,165
SAO PAULO,CIDADE ANTONIO ESTEVAO DE CARVALHO,157
SAO PAULO,VILA MATILDE,157
SAO PAULO,JOSE BONIFACIO,152
SAO BERNARDO DO CAMPO,MONTANHAO,151
SAO PAULO,VILA MEDEIROS,151
SAO PAULO,SAO DOMINGOS,150
SAO PAULO,FREGUESIA DO O,149
SAO PAULO,VILA ANDRADE,141
MOGI DAS CRUZES,JUNDIAPEBA,137
SAO PAULO,CARRAO,133
SAO PAULO,IPIRANGA,132
SAO PAULO,TATUAPE,128
SAO PAULO,SAUDE,127
SAO PAULO,ITAIM BIBI,122
SAO PAULO,MANDAQUI,120
SAO PAULO,SAO RAFAEL,120
SAO PAULO,CURSINO,118
DIADEMA,ELDORADO,116
GUARULHOS,JARDIM CUMBICA,116
SAO PAULO,CIDADE JULIA,115
SAO PAULO,JARDIM SAO LUIS,113
SAO PAULO,PARQUE NOVO MUNDO,112
DIADEMA,TABOAO,110
SAO PAULO,VILA MARIANA,109
FRANCO DA ROCHA,FRANCO DA ROCHA,108
OSASCO,PADROEIRA,108
SAO PAULO,JACANA,107
DIADEMA,CASA GRANDE,107
SAO PAULO,JARDIM BRASIL,107
SAO PAULO,JARDIM DA CONQUISTA,106
SAO PAULO,SAPOPEMBA,105
SAO PAULO,CAMBUCI,102
SAO PAULO,PARI,100
GUARULHOS,JARDIM PRESIDENTE DUTRA,100
SAO PAULO,PEDREIRA,99
SAO PAULO,FAZENDA DA JUTA,98
SAO PAULO,PARQUE SANTA MADALENA,96
GUARULHOS,SAO JOAO,96
SAO PAULO,PARQUE EDU CHAVES,96
SAO PAULO,LIBERDADE,96
SAO PAULO,GRAJAU,94
OSASCO,JARDIM MUNHOZ JUNIOR,93
SAO PAULO,CAMPO GRANDE,93
SAO PAULO,PERUS,92
SAO PAULO,CACHOEIRINHA,92
SAO BERNARDO DO CAMPO,BAETA NEVES,90
SAO PAULO,PINHEIROS,88
DIADEMA,CENTRO,85
DIADEMA,SERRARIA,84
OSASCO,CONCEICAO,83
SAO PAULO,VILA PRUDENTE,83
SAO PAULO,VILA GUILHERME,82
DIADEMA,CANHEMA,81
SAO PAULO,SANTA EFIGENIA,78
SAO PAULO,TREMEMBE,78
MAUA,JARDIM ORATORIO,77
SAO PAULO,IMIRIM,77
SAO PAULO,PQ VILA MARIA,77
ITAPECERICA DA SERRA,PARQUE PARAISO,76
CARAPICUIBA,JARDIM ANA ESTELA,75
SAO PAULO,BUTANTA,75
GUARULHOS,MORROS,74
SAO BERNARDO DO CAMPO,FERRAZOPOLIS,74
SAO PAULO,CASA VERDE ALTA,73
GUARULHOS,TABOAO,73
SAO PAULO,PARQUE SAO RAFAEL,72
SAO BERNARDO DO CAMPO,DOS CASA,72
SAO PAULO,AMERICANOPOLIS,71
SAO PAULO,JARDIM SAPOPEMBA,70
TABOAO DA SERRA,JARDIM RECORD,70
SAO PAULO,JAGUARE,70
SAO PAULO,JD PERY ALTO,69
SAO PAULO,PARQUE BOTURUSSU,68
SAO PAULO,RECANTO DOS HUMILDES,68
SAO PAULO,CAMPO BELO,67
DIADEMA,CAMPANARIO,67
SAO PAULO,JARDIM MATARAZZO,67
SAO PAULO,JARDIM APURA,66
OSASCO,BANDEIRAS,66
GUARULHOS,PIMENTAS,65
SAO PAULO,MOEMA,65
GUARULHOS,BONSUCESSO,65
DIADEMA,CONCEICAO,63
GUARULHOS,BANANAL,63
SAO PAULO,JARDIM SAO BENTO NOVO,63
SAO PAULO,VILA DO SOL,63
BARUERI,PARQUE IMPERIAL,62
OSASCO,SANTA MARIA,62
SAO PAULO,JARDIM MACEDONIA,62
SAO PAULO,VARGEM GRANDE,62
SAO PAULO,CASA VERDE,62
SAO PAULO,JARDIM TIETE,62
SAO PAULO,PARQUE SAO LUCAS,62
SAO PAULO,CANTINHO DO CEU,60
GUARULHOS,VILA RIO DE JANEIRO,59
SAO PAULO,JARDIM MITSUTANI,59
SAO PAULO,LIMAO,59
SAO PAULO,DISTRITO MORUMBI,59
SANTO ANDRE,CENTRO,58
SAO PAULO,PARQUE PERUCHE,58
SAO PAULO,CONJUNTO HABITACIONAL INACIO MONTEIRO,58
SAO PAULO,PERDIZES,58
SAO PAULO,JARDIM COLONIAL,57
GUARULHOS,PICANCO,57
OSASCO,ROCHDALE,56
SAO PAULO,PONTE RASA,56
GUARULHOS,JARDIM VILA GALVAO,56
SAO PAULO,PARQUE COCAIA,55
SAO PAULO,VILA FORMOSA,54
SAO PAULO,PARQUE SANTO ANTONIO,54
SAO PAULO,LAPA,54
SAO PAULO,VILA NOVA CACHOEIRINHA,54
SAO PAULO,VILA RE,53
ITAPEVI,PARQUE SUBURBANO,53
TABOAO DA SERRA,PARQUE PINHEIROS,53
DIADEMA,INAMAR,53
SAO PAULO,ERMELINO MATARAZZO,53
SAO BERNARDO DO CAMPO,VILA SAO PEDRO,52
SANTO ANDRE,JARDIM SANTO ANDRE,52
SAO PAULO,CHACARA SANTA MARIA,52
OSASCO,JARDIM PIRATININGA,52
SAO PAULO,SAO MATEUS,52
OSASCO,ALIANCA,52
OSASCO,VELOSO,51
SAO PAULO,JARDIM DA SAUDE,51
MAUA,PARQUE DAS AMERICAS,51
OSASCO,JARDIM ROBERTO,50
BARUERI,PARQUE DOS CAMARGOS,50
SAO PAULO,VILA LEOPOLDINA,50
CARAPICUIBA,CONJUNTO HABITACIONAL PRESIDENTE CASTELO BRANCO,50
SAO PAULO,JD MONTE VERDE,50
SAO PAULO,LAUZANE,50
OSASCO,AYROSA,50
DIADEMA,VILA NOGUEIRA,50
OSASCO,BARONESA,49
SAO PAULO,CIDADE SAO MATEUS,49
SAO BERNARDO DO CAMPO,BATISTINI,49
SAO PAULO,JARDIM DONA SINHA,48
BARUERI,JARDIM BELVAL,47
SAO PAULO,JARDIM SANTA TEREZINHA,47
SAO PAULO,VILA NHOCUNE,46
SAO PAULO,VILA NOVA GALVAO,46
SAO PAULO,SETOR G,46
SAO PAULO,JD ESMERALDA,46
SAO PAULO,SACOMA,45
SAO PAULO,CONJUNTO HABITACIONAL FAZENDA DO CARMO,45
SAO PAULO,JARDIM AURELIO,45
SAO PAULO,JARDIM ELISA MARIA,45
SAO PAULO,JARDIM DAS ROSAS,45
SAO PAULO,JARDIM COMERCIAL,45
SAO PAULO,CAMPO LIMPO,45
SAO PAULO,ANHANGUERA,45
SAO PAULO,JARDIM VERA CRUZ,45
SAO PAULO,VILA SABRINA,45
SAO PAULO,PARQUE FERNANDA,45
SAO PAULO,CAPAO REDONDO,44
SAO PAULO,JD ELISA MARIA,44
SAO PAULO,BARRO BRANCO,44
SAO PAULO,VILA BELA,44
SAO PAULO,JARDIM ROSANA,44
SAO PAULO,JARDIM NORONHA,44
SAO PAULO,CONJUNTO HABITACIONAL AGUIA DE HAIA,44
SAO PAULO,JARDIM GUARANI,43
ITAPEVI,JARDIM VITAPOLIS,43
SAO PAULO,VILA NATAL,43
SAO PAULO,JARDIM RODOLFO PIRANI,43
SAO PAULO,JD CARUMBE,42
SAO PAULO,JD DA CONQUISTA,42
BARUERI,JARDIM CALIFORNIA,42
DIADEMA,PIRAPORINHA,42
SAO PAULO,JARDIM PAULISTA,42
SAO PAULO,JARDIM SAO JORGE,42
SAO PAULO,CAMPOS ELISEOS,42
SAO PAULO,JD PRINCESA,41
GUARULHOS,JARDIM NOVA CIDADE,41
SAO PAULO,JARDIM MIRIAM,41
SAO PAULO,VILA CALIFORNIA,41
SAO PAULO,PARQUE BRISTOL,41
SAO PAULO,CIDADE IPAVA,40
GUARULHOS,VILA GALVAO,40
SAO PAULO,VILA ESPERANCA,40
SAO PAULO,PARQUE DOROTEIA,40
SAO PAULO,VILA NOVA JAGUARE,39
OSASCO,HELENA MARIA,39
OSASCO,JARDIM ELVIRA,39
SAO PAULO,PQ RES COCAIA,39
SAO PAULO,COHAB JARDIM ANTARTICA,39
SAO PAULO,COHAB ADVENTISTA,39
SAO PAULO,JARDIM TRES MARIAS,38
GUARULHOS,BELA VISTA,38
SAO PAULO,JARDIM SAO SAVERIO,38
SAO BERNARDO DO CAMPO,PAULICEIA,38
SAO PAULO,PARQUE CISPER,38
SANTO ANDRE,VILA METALURGICA,38
OSASCO,SAO PEDRO,38
SAO PAULO,JARDIM PARANAPANEMA,38
SAO BERNARDO DO CAMPO,COOPERATIVA,38
BARUERI,JARDIM MUTINGA,38
SAO PAULO,SANTA ETELVINA,38
SAO PAULO,JARDIM BRASILIA,38
SUZANO,MIGUEL BADRA BAIXO,38
SAO PAULO,VILA BUARQUE,37
SAO PAULO,CHACARA SANTANA,37
SAO PAULO,CIDADE FIM DE SEMANA,37
SAO BERNARDO DO CAMPO,ALVARENGA,37
GUARULHOS,RECREIO SAO JORGE,37
OSASCO,VILA MENCK,37
SAO PAULO,JARDIM LUCELIA,37
SAO PAULO,JARDIM FELICIDADE,37
SAO PAULO,AGUA RASA,36
SAO PAULO,ARTUR ALVIM,36
ARUJA,PARQUE RODRIGO BARRETO,36
CARAPICUIBA,VILA SILVIANIA,36
SAO PAULO,PARQUE RESIDENCIAL COCAIA,36
SAO PAULO,JARDIM HORIZONTE AZUL,36
GUARULHOS,COCAIA,36
ITAPECERICA DA SERRA,JARDIM JACIRA,36
GUARULHOS,LAVRAS,35
OSASCO,CIPAVA,35
SAO PAULO,JARDIM IGUATEMI,35
SAO PAULO,JAGUARA,35
SAO PAULO,VILA EDE,35
GUARULHOS,GOPOUVA,35
SAO PAULO,VILA SILVIA,35
SAO PAULO,CHACARA SANTO AMARO,35
SAO PAULO,PARQUE SAVOY CITY,35
SAO PAULO,REPUBLICA,35
SAO PAULO,JARDIM IBIRAPUERA,35
SAO PAULO,VILA ANTONIETA,35
SAO PAULO,CONSOLACAO,34
SAO PAULO,PARQUE VILA MARIA,34
SAO PAULO,VILA EMA,34
SAO PAULO,VILA YOLANDA 2,34
SAO PAULO,VILA ALPINA,34
SAO PAULO,SAO JOAO CLIMACO,34
MOGI DAS CRUZES,JARDIM AEROPORTO III,34
SAO PAULO,VILA SANTA TERESA,33
SANTO ANDRE,VILA GUIOMAR,33
SAO PAULO,JARDIM HEBROM,33
OSASCO,BUSSOCABA,33
SAO PAULO,JARDIM IMBE,33
GUARULHOS,BOM CLIMA,33
SAO PAULO,JARDIM ARACATI,33
BARUERI,VILA ENGENHO NOVO,33
GUARULHOS,VILA BARROS,32
SAO BERNARDO DO CAMPO,PLANALTO,32
SAO PAULO,JARDIM DAS FLORES,32
GUARULHOS,CIDADE SOBERANA,32
SAO PAULO,PARELHEIROS,32
SAO PAULO,RECANTO CAMPO BELO,32
OSASCO,NOVO OSASCO,32
SAO PAULO,JD FONTALIS,31
FRANCO DA ROCHA,PARQUE VITORIA,31
SAO PAULO,PRESTES MAIA,31
SAO PAULO,VILA PENTEADO,31
SAO PAULO,JARDIM GUARUJA,31
ITAPEVI,JARDIM SAO CARLOS,31
SAO PAULO,CONJUNTO JOSE BONIFACIO,31
SAO PAULO,ACLIMACAO,31
SAO PAULO,JARDIM PERI,31
SAO PAULO,JARDIM DAS CAMELIAS,30
SANTO ANDRE,JARDIM SANTA CRISTINA,30
SAO PAULO,PARQUE GUARANI,30
SAO PAULO,VILA PALMEIRAS,30
SAO BERNARDO DO CAMPO,TABOAO,30
GUARULHOS,ITAPEGICA,30
GUARULHOS,MACEDO,30
CARAPICUIBA,JARDIM NOVO HORIZONTE,30
SAO BERNARDO DO CAMPO,CENTRO,30
SAO PAULO,PERI ALTO,30
SAO PAULO,JARDIM PANORAMA,30
SAO PAULO,JARDIM SAO FRANCISCO,30
SAO PAULO,CONJUNTO HABITACIONAL SITIO CONCEICAO,30
OSASCO,PORTAL DOESTE,30
CARAPICUIBA,VILA MUNICIPAL,30
SANTO ANDRE,JARDIM SANTO ANDRE CDHU,30
SAO PAULO,CONJUNTO PROMORAR SAO LUIS,30
SANTO ANDRE,JARDIM DO ESTADIO,30
SAO PAULO,SANTO AMARO,30
CARAPICUIBA,VILA VELOSO,30
SAO PAULO,ELDORADO,29
SAO BERNARDO DO CAMPO,RUDGE RAMOS,29
SAO PAULO,JD PERI,29
SAO PAULO,JARDIM CATANDUVA,29
SAO PAULO,JARDIM PLANALTO,29
SAO PAULO,JARDIM KERALUX,29
OSASCO,PRESIDENTE ALTINO,29
TABOAO DA SERRA,JARDIM SAINT MORITZ,29
SAO PAULO,PARQUE TAIPAS,29
ITAPEVI,JARDIM ROSEMARY,29
SAO PAULO,UNIAO DE VILA NOVA,29
SANTO ANDRE,PARQUE JOAO RAMALHO,29
SAO PAULO,VILA INDUSTRIAL,28
SAO PAULO,CASTRO ALVES,28
SAO PAULO,VILA SANTA TEREZINHA,28
SAO PAULO,CIDADE DUTRA,28
SAO PAULO,PQ NOVO STO AMARO,28
SAO PAULO,JARDIM SAO PEDRO,28
SAO PAULO,VL MISSIONARIA,28
CARAPICUIBA,PARQUE JANDAIA,28
GUARULHOS,JARDIM PONTE ALTA,28
SAO PAULO,PARQUE DOS BANCARIOS,28
SAO PAULO,VILA CARMOSINA,28
SAO PAULO,JD SAO BERNARDO,27
OSASCO,PESTANA,27
SUZANO,MIGUEL BADRA ALTO,27
SAO PAULO,JARDIM VILA CARRAO,27
SAO PAULO,CONJUNTO RESIDENCIAL PRESTES MAIA,27
SANTO ANDRE,VILA PALMARES,27
SAO PAULO,JARDIM GERMANIA,27
SAO PAULO,JARDIM ITAPURA,27
SAO PAULO,FILHOS DA TERRA,27
SAO PAULO,VILA GILDA,27
SAO BERNARDO DO CAMPO,ALVES DIAS,27
SAO PAULO,TUCURUVI,27
SAO PAULO,VILA INDEPENDENCIA,27
SAO PAULO,JARDIM SANTA FE,27
GUARULHOS,PONTE GRANDE,27
MAUA,JARDIM ITAPARK,27
SAO PAULO,JD MATARAZZO,27
SAO PAULO,JARDIM REGINA,27
SAO PAULO,UNIAO VILA NOVA,26
SAO PAULO,PARQUE ARARIBA,26
GUARULHOS,JARDIM TRANQUILIDADE,26
SAO PAULO,JARDIM ITAJAI,26
MOGI DAS CRUZES,MOGI MODERNO,26
SAO BERNARDO DO CAMPO,DEMARCHI,26
SAO PAULO,PARQUE REBOUCAS,26
SAO PAULO,BARRA FUNDA,26
SAO PAULO,PANTANAL,26
SAO PAULO,JD DABRIL,26
BARUERI,PARQUE VIANA,26
SAO PAULO,PARADA XV DE NOVEMBRO,26
SAO PAULO,VILA TAQUARI,26
SANTO ANDRE,CONDOMINIO MARACANA,26
SAO PAULO,JARDIM ICARAI,26
GUARULHOS,CABUCU,26
SAO PAULO,CHACARA TRES MENINAS,26
SAO PAULO,VILA CONSTANCA,26
GUARULHOS,JARDIM NOVA CUMBICA,25
SAO PAULO,JARDIM VALQUIRIA,25
ITAPEVI,JARDIM SANTA RITA,25
SAO PAULO,JD JOAO XXIII,25
TABOAO DA SERRA,JARDIM SAO JUDAS TADEU,25
SAO PAULO,JARDIM SANTA MARIA,25
SAO PAULO,VILA BANCARIA MUNHOZ,25
SAO PAULO,JD NORDESTE,25
SANTO ANDRE,SITIO DOS VIANAS,25
SAO PAULO,MOINHO VELHO,25
SUZANO,JARDIM REVISTA,25
SAO PAULO,PARQUE FIGUEIRA GRANDE,25
SAO PAULO,JD FERNANDES,25
SAO PAULO,GLICERIO,25
SAO BERNARDO DO CAMPO,INDEPENDENCIA,25
SAO PAULO,JARDIM PAULISTANO,25
GUARULHOS,VILA AUGUSTA,24
SAO PAULO,JARDIM LEONIDAS MOREIRA,24
SAO PAULO,JARDIM NAKAMURA,24
SAO PAULO,VILA UNIAO,24
SAO PAULO,JD VERA CRUZ,24
SANTO ANDRE,PARQUE MIAMI,24
SAO PAULO,JARDIM ANHANGUERA,24
SANTO ANDRE,PARQUE CAPUAVA,24
SAO PAULO,VILA ALBERTINA,24
SAO PAULO,JARDIM BOA VISTA,24
SAO PAULO,JARDIM SANTO ANDRE,24
SAO PAULO,PARQUE INDEPENDENCIA,24
GUARULHOS,FATIMA,23
GUARULHOS,PARAVENTI,23
FERRAZ DE VASCONCELOS,PARQUE SAO FRANCISCO,23
SAO PAULO,CERQUEIRA CESAR,23
SAO PAULO,JARDIM CAMPINAS,23
SAO PAULO,JARDIM ARPOADOR,23
ITAPEVI,SANTA RITA,23
SAO PAULO,VILA CAMPO GRANDE,23
BARUERI,VALE DO SOL,23
SAO PAULO,PARQUE CASA DE PEDRA,23
SAO PAULO,JARDIM ESTER,23
SAO PAULO,VILA ZAT,23
SAO PAULO,JARDIM GUANHEMBU,23
BARUERI,CRUZ PRETA,23
SAO PAULO,JARDIM PERY ALTO,23
SAO PAULO,JARDIM PEDREIRA,23
SAO PAULO,JARDIM IPE,22
SAO PAULO,PARQUE GRAJAU,22
CAJAMAR,POLVILHO,22
SAO PAULO,VILA LIVIEIRO,22
RIBEIRAO PIRES,RIBEIRAO PIRES,22
ITAPEVI,AMADOR BUENO,22
SAO PAULO,EUCALIPTOS,22
SAO PAULO,PARQUE STO ANTONIO,22
SAO PAULO,VILA PRIMAVERA,22
SAO PAULO,ELISA MARIA,22
SANTO ANDRE,VILA SUICA,22
SAO PAULO,JD ANTARTICA,22
SAO PAULO,JARDIM PORTAL I E II,22
SAO PAULO,VILA ARAPUA,22
SAO PAULO,CONJUNTO PROMORAR,22
BARUERI,JARDIM TUPA,22
SAO PAULO,JD SHANGRILA,22
SAO PAULO,VILA VERDE,22
OSASCO,JARDIM VELOSO,22
SAO PAULO,SOCORRO,22
SAO PAULO,HIGIENOPOLIS,21
SAO BERNARDO DO CAMPO,SANTA TEREZINHA,21
SAO PAULO,JD GUARUJA,21
SAO PAULO,VILA ISOLINA MAZZEI,21
OSASCO,BONANCA,21
SAO PAULO,NOVO JAU,21
CAIEIRAS,LARANJEIRAS,21
SAO PAULO,VILA CLARA,21
BARUERI,VILA BOA VISTA,21
SAO PAULO,JD ELIANE,21
OSASCO,JARDIM MUTINGA,21
SAO PAULO,JARDIM SAO PAULO,21
SAO PAULO,VILA SANTA MARIA,21
SAO PAULO,VILA CAMPANELA,21
SAO PAULO,VILA MONUMENTO,21
SAO PAULO,JARDIM ADELFIORE,21
ITAPEVI,JARDIM PAULISTA,21
SAO PAULO,VILA SANTA CATARINA,21
SAO PAULO,JARDIM IMPERADOR,21
SAO PAULO,VILA CALU,21
SAO PAULO,JARDIM SAO JOAO,21
TABOAO DA SERRA,JARDIM SALETE,21
SAO BERNARDO DO CAMPO,JARDIM DAS ORQUIDEAS,21
SAO PAULO,VILA BANCARIA,21
SAO BERNARDO DO CAMPO,JORDANOPOLIS,21
SAO PAULO,CHACARA SANTO ANTONIO,20
BARUERI,CENTRO,20
CAIEIRAS,SERPA,20
SAO PAULO,JARDIM PARAGUACU,20
SAO PAULO,JARDIM SELMA,20
SAO PAULO,JARDIM PIRACUAMA,20
SAO PAULO,JARDIM CASTRO ALVES,20
SAO PAULO,JD SAO JOSE,20
SAO PAULO,VILA SOUZA,20
SAO PAULO,JARDIM CAPELINHA,20
SAO PAULO,VILA PREL,20
SANTO ANDRE,PARQUE ORATORIO,20
SAO PAULO,ERMELINO MATARAZO,20
SAO PAULO,CONJUNTO RESIDENCIAL JOSE BONIFACIO,20
SAO PAULO,VILA ESPANHOLA,20
SAO PAULO,VILA MALVINA,20
SAO PAULO,VILA DIONISIA,20
FERRAZ DE VASCONCELOS,VILA SAO PAULO,20
SAO PAULO,JARDIM IVA,20
SAO PAULO,JARDIM SAO LUIZ,20
SAO PAULO,VILA PERUS,20
SAO PAULO,JARDIM SAO JOSE,20
FRANCISCO MORATO,JARDIM ALEGRIA,20
SAO PAULO,VILA SARA,20
SAO PAULO,JARDIM DANFER,20
SAO PAULO,BOSQUE DA SAUDE,20
GUARULHOS,JARDIM LEBLON,20
SAO PAULO,JARDIM SAO BENTO,19
GUARULHOS,JARDIM FORTALEZA,19
ITAPECERICA DA SERRA,JARDIM SANTA JULIA,19
SAO PAULO,JARDIM MARILU,19
SAO PAULO,JARDIM IRENE,19
SANTO ANDRE,SACADURA CABRAL,19
GUARULHOS,VILA FATIMA,19
COTIA,PARQUE TURIGUARA,19
BARUERI,JARDIM PAULISTA,19
FRANCO DA ROCHA,PRETORIA,19
SAO PAULO,VILA TEREZINHA,19
SAO PAULO,PARQUE AMERICA,19
CARAPICUIBA,VILA DIRCE,19
SAO PAULO,BAIRRO DO LIMAO,19
SAO PAULO,JARDIM COLOMBO,19
GUARULHOS,PARQUE RESIDENCIAL BAMBI,19
SAO PAULO,VILA RAMOS,19
SUZANO,JARDIM GARDENIA,19
GUARULHOS,ANITA GARIBALDI,19
CARAPICUIBA,VILA CRISTINA,19
SAO PAULO,JD COLONIAL,19
SAO PAULO,JD ALMEIDA PRADO,19
SAO PAULO,JARDIM SAO BERNARDO,19
SAO PAULO,CHACARA BANDEIRANTES,19
SANTO ANDRE,VILA JOAO RAMALHO,19
MOGI DAS CRUZES,VILA BRASILEIRA,19
SAO PAULO,VILA BUENOS AIRES,19
SAO PAULO,PQ RAMOS FREITAS,19
SAO PAULO,VILA CARBONE,19
OSASCO,CENTRO,19
MOGI DAS CRUZES,VILA SAO PAULO,19
MOGI DAS CRUZES,VILA OLIVEIRA,18
SAO PAULO,JARDIM VISTA ALEGRE,18
SAO PAULO,JARDIM MARIA SAMPAIO,18
OSASCO,VILA YOLANDA,18
OSASCO,JARDIM DABRIL,18
FRANCISCO MORATO,JARDIM ROSAS,18
SAO BERNARDO DO CAMPO,RIACHO GRANDE,18
SAO PAULO,JARDIN SANTA BARBARA,18
GUARULHOS,CENTRO,18
COTIA,JARDIM NOVA COIMBRA,18
COTIA,CAUCAIA DO ALTO,18
SAO PAULO,JARDIM MARIA VIRGINIA,18
CARAPICUIBA,CENTRO,18
SAO PAULO,VILA MISSIONARIA,18
SAO PAULO,VILA SANTA LUCIA,18
SAO BERNARDO DO CAMPO,ASSUNCAO,18
SAO PAULO,MARCILAC,18
MAUA,JARDIM PARANAVAI,18
FRANCISCO MORATO,PARQUE CENTO E VINTE,18
SAO PAULO,JD ARPOADOR,18
SAO PAULO,PARQUE REGINA,18
SAO PAULO,JARDIM NOVE DE JULHO,18
DIADEMA,DIADEMA,18
SAO PAULO,VILA MORAES,18
ITAPEVI,JARDIM JULIETA,18
SAO PAULO,VILA GUACURI,18
SANTANA DE PARNAIBA,CIDADE SAO PEDRO,18
SAO PAULO,JD CASTRO ALVES,18
SAO PAULO,JARDIM DAS IMBUIAS,18
SAO PAULO,JD PERI ALTO,18
OSASCO,JAGUARIBE,18
SAO PAULO,VILA SAO JOSE,18
SAO PAULO,JARDIM DOMITILA,18
SAO PAULO,JARDIM TAMOIO,18
SAO PAULO,JARDIM MODELO,18
SAO CAETANO DO SUL,NOVA GERTY,17
SANTO ANDRE,CIDADE SAO JORGE,17
SANTO ANDRE,VILA LUTECIA,17
ITAPEVI,VILA SANTA RITA,17
POA,CIDADE KEMEL,17
SAO PAULO,JARDIM HELGA,17
SAO PAULO,PARQUE BOA ESPERANCA,17
SAO PAULO,JD GUARANI,17
SAO PAULO,JD MIRIAM,17
CARAPICUIBA,JARDIM MARIA BEATRIZ,17
GUARULHOS,TORRES TIBAGY,17
SAO PAULO,JARDIM COPACABANA,17
GUARULHOS,JARDIM PARAISO,17
SAO PAULO,JARDIM ELBA,17
CARAPICUIBA,VILA SANTA TEREZINHA,17
SAO PAULO,FAVELA JARDIM BONITO IV,17
SAO PAULO,PARQUE DO ENGENHO,17
SAO PAULO,JD VISTA ALEGRE,17
SAO PAULO,ALTO DE PINHEIROS,17
FERRAZ DE VASCONCELOS,VILA SANTO ANTONIO,17
SAO PAULO,VILA REGINA,17
SUZANO,PARQUE MARIA HELENA,17
TABOAO DA SERRA,JARDIM NOVO RECORD,17
CARAPICUIBA,JARDIM TONATO,17
SAO PAULO,JARDIM VERONIA,17
SAO PAULO,JARDIM CLIMAX,17
FERRAZ DE VASCONCELOS,VILA SANTA MARGARIDA,17
SAO PAULO,VILA ELIDA,16
OSASCO,KM 18,16
SAO PAULO,JARDIM NOVO SANTO AMARO,16
SAO PAULO,JARDIM PEDRA BRANCA,16
OSASCO,IAPI,16
OSASCO,CIDADE DAS FLORES,16
SAO PAULO,VILA NILO,16
MAUA,JARDIM CANADA,16
ITAPECERICA DA SERRA,JARDIM SAO MARCOS,16
SAO PAULO,VILA RIO BRANCO,16
GUARULHOS,AGUA CHATA,16
CARAPICUIBA,JARDIM PLANALTO,16
SAO PAULO,BURGO PAULISTA,16
MAUA,PARQUE SAO VICENTE,16
CARAPICUIBA,ALDEIA,16
SAO PAULO,PARQUE SAO PAULO,16
SANTO ANDRE,PARQUE DAS NACOES,16
TABOAO DA SERRA,JARDIM LEME,16
SANTO ANDRE,PARQUE NOVO ORATORIO,16
SAO BERNARDO DO CAMPO,NOVA PETROPOLIS,16
SAO PAULO,ARICANDUVA,16
SANTO ANDRE,JARDIM IRENE,16
SAO PAULO,VILA ITAIM,16
SAO PAULO,JARDIM MARIA RITA,16
CARAPICUIBA,VILA CRETI,16
SAO PAULO,PARQUE SAO DOMINGOS,16
TABOAO DA SERRA,JARDIM TRIANON,16
MOGI DAS CRUZES,JARDIM CAMILA,16
SAO PAULO,JARDIM ALPINO,16
SAO PAULO,VILA CARDOSO FRANCO,16
SAO PAULO,VILA CONTINENTAL,16
CARAPICUIBA,VILA GUSTAVO CORREIA,16
MOGI DAS CRUZES,VILA NATAL,16
SAO PAULO,JD ELIZA MARIA,16
SAO PAULO,RIO BONITO,16
SAO PAULO,CONJUNTO HABITACIONAL TEOTONIO VILELA,16
SAO PAULO,JARDIM PEDRO JOSE NUNES,15
SAO PAULO,PARQUE DE TAIPAS,15
SAO PAULO,JARDIM INGA,15
ITAPEVI,CHACARA SANTA CECILIA,15
SAO PAULO,JARDIM AMALIA,15
SAO PAULO,JARDIM LIDIA,15
SAO PAULO,JARDIM UMARIZAL,15
SAO PAULO,JARDIM ESTER YOLANDA,15
SAO PAULO,JARDIM CAPELA,15
SAO PAULO,VILA INGLESA,15
ITAPEVI,CONJUNTO HABITACIONAL SETOR A,15
SAO PAULO,VILA DOS PALMARES,15
SAO PAULO,VILA SANTANA,15
SAO PAULO,CONJUNTO HABITACIONAL BRIGADEIRO FARIA LIMA,15
SAO PAULO,VILA REMO,15
SANTO ANDRE,VILA CURUCA,15
