NM_MUN,fcu,n_setores,pop,casos,taxa,cum_pct
Mauá,Rua Marcos Andreotti,1,170,2.0,235.2941176470588,94.03973509933775
São Paulo,Figueira da Polinésia,1,572,2.0,69.93006993006993,94.06381697772426
Mauá,Rua Pedro Serode,2,1072,2.0,37.3134328358209,94.08789885611077
Mauá,Rua Evaristo Basso,1,318,2.0,125.78616352201257,94.1119807344973
São Paulo,Pedro Vaz Rego,1,604,2.0,66.2251655629139,94.1360626128838
São Paulo,Enlevo,6,2248,2.0,17.793594306049823,94.16014449127032
São Paulo,Recanto Ana Maria,1,706,2.0,56.65722379603399,94.18422636965683
Itaquaquecetuba,Rua da Tubulação,7,3917,2.0,10.211896859841715,94.20830824804335
São Paulo,Galinha D'Água,1,565,2.0,70.79646017699115,94.23239012642986
São Paulo,Fazenda da Juta III,3,758,2.0,52.770448548812666,94.25647200481637
Osasco,Montalverne,1,308,2.0,129.87012987012986,94.28055388320288
São Paulo,Rua Professor Hasegawa,1,478,2.0,83.68200836820083,94.30463576158941
Mauá,Bendita Franco da Veiga,2,1155,2.0,34.63203463203463,94.32871763997592
Osasco,Ocupação Esperança,1,857,2.0,46.67444574095683,94.35279951836243
Mauá,Rua América do Sul,2,745,2.0,53.69127516778523,94.37688139674894
Mauá,Alvorada,1,1008,2.0,39.682539682539684,94.40096327513547
Osasco,Munhoz JR - D1,1,318,2.0,125.78616352201257,94.42504515352196
São Paulo,Guariroba,4,1265,2.0,31.620553359683797,94.44912703190849
São Paulo,Rua Coaracy,1,883,2.0,45.300113250283125,94.473208910295
São Paulo,Pouso do Capim Grosso,2,1354,2.0,29.542097488921712,94.49729078868152
Mauá,Canaã I,3,1507,2.0,26.542800265428003,94.52137266706802
Osasco,Jardim Santo Antônio - AH,4,997,2.0,40.12036108324975,94.54545454545455
Itapevi,Sapiatã (Rua Rio Jordão),1,985,2.0,40.609137055837564,94.56953642384106
São Paulo,Diogo Ramires,1,663,2.0,60.3318250377074,94.59361830222758
São Paulo,Haia do Carrão,2,1570,2.0,25.477707006369425,94.61770018061408
São Paulo,Rua Professor Cosme Deodato Tadeu,1,212,2.0,188.67924528301887,94.6417820590006
São Paulo,Parque Figueira Grande V,1,430,2.0,93.0232558139535,94.66586393738712
São Paulo,Gianetti,1,469,2.0,85.28784648187633,94.68994581577364
Osasco,Jardim Elvira - CH1/Castelo Branco,1,425,2.0,94.11764705882354,94.71402769416014
Mauá,Rua Carlos Drummond de Andrade,1,291,2.0,137.45704467353954,94.73810957254666
São Paulo,Domingos Tavares Santiago,1,657,2.0,60.88280060882801,94.76219145093317
São Paulo,Lagoa Real,3,1381,2.0,28.96451846488052,94.7862733293197
Itapecerica da Serra,Cidade dos Velhinhos,1,796,2.0,50.25125628140704,94.8103552077062
Osasco,Helena Maria - BM,1,522,2.0,76.62835249042146,94.83443708609272
São Paulo,João Veloso,2,349,2.0,114.61318051575931,94.85851896447923
São Paulo,Domênico Ferrabosco / Joana D'arc,2,866,2.0,46.18937644341801,94.88260084286574
Osasco,Bussocaba - AD1,1,331,2.0,120.84592145015105,94.90668272125225
São Paulo,Parque São José I e II,2,900,2.0,44.44444444444445,94.93076459963878
Mauá,Parque Bandeirantes,1,376,2.0,106.38297872340426,94.95484647802529
São Paulo,Jardim Irene II,1,436,1.0,45.87155963302752,94.96688741721854
São Paulo,Jardim Mabel,2,583,1.0,34.305317324185246,94.9789283564118
São Paulo,Mangue,2,321,1.0,62.30529595015577,94.99096929560505
São Paulo,Campo Novo do Sul / Campo Novo do Sul II,1,246,1.0,81.30081300813008,95.00301023479831
São Paulo,Estrada Aricanduva,2,869,1.0,23.014959723820482,95.01505117399157
São Paulo,Manoel Quirino de Matos,2,502,1.0,39.8406374501992,95.02709211318484
São Paulo,Condomínio Prisma,3,1684,1.0,11.876484560570072,95.03913305237809
São Paulo,Jardim Líbano,2,407,1.0,49.140049140049136,95.05117399157135
São Paulo,Jardim Letícia,1,307,1.0,65.14657980456026,95.06321493076459
São Paulo,Estrada Velha do Bororé,3,497,1.0,40.241448692152915,95.07525586995786
São Paulo,Jardim Jaraguá I,2,631,1.0,31.695721077654518,95.08729680915111
São Paulo,Jardim Leila / Parque Japão,1,481,1.0,41.58004158004158,95.09933774834437
São Paulo,Jardim São Gonçalo,1,175,1.0,114.28571428571429,95.11137868753762
São Paulo,Estrada Vargem Grande / Colonial,1,483,1.0,41.40786749482402,95.1234196267309
São Paulo,Jaú,1,190,1.0,105.26315789473684,95.13546056592415
São Paulo,Caboré,1,427,1.0,46.8384074941452,95.1475015051174
São Paulo,Caixa D'Água (Limão),1,264,1.0,75.75757575757575,95.15954244431065
São Paulo,Jardim Macedônia,1,398,1.0,50.25125628140704,95.17158338350391
São Paulo,Jardim Rebeca,1,406,1.0,49.26108374384236,95.18362432269717
São Paulo,Boi Malhado II,1,221,1.0,90.49773755656109,95.19566526189043
São Paulo,Daniel Gran,1,420,1.0,47.61904761904762,95.20770620108368
São Paulo,Dario Ribeiro,1,100,1.0,200.0,95.21974714027695
São Paulo,Dendezeiro,1,243,1.0,82.30452674897118,95.2317880794702
São Paulo,Dersa,3,873,1.0,22.90950744558992,95.24382901866345
São Paulo,Curema,1,672,1.0,29.761904761904766,95.2558699578567
São Paulo,Dias Vieira,1,610,1.0,32.78688524590164,95.26791089704997
São Paulo,Lavios,1,405,1.0,49.382716049382715,95.27995183624323
São Paulo,Jardim Olinda II,2,977,1.0,20.470829068577277,95.29199277543648
São Paulo,Jardim Novo Varginha,2,631,1.0,31.695721077654518,95.30403371462974
São Paulo,Domitila,1,574,1.0,34.84320557491289,95.31607465382301
São Paulo,Jardim Nossa Senhora Aparecida,1,559,1.0,35.77817531305903,95.32811559301626
São Paulo,Jardim Natal,1,299,1.0,66.8896321070234,95.3401565322095
São Paulo,Jardim Solange,4,1050,1.0,19.047619047619047,95.35219747140276
São Paulo,Jardim Soraia,1,151,1.0,132.4503311258278,95.36423841059603
São Paulo,Jardim Sydney II,1,438,1.0,45.662100456621005,95.37627934978929
São Paulo,Jardim Monte Alegre,1,575,1.0,34.78260869565218,95.38832028898254
São Paulo,Manuel Alves Ferreira,1,525,1.0,38.095238095238095,95.4003612281758
São Paulo,Jardim Mazza I,2,443,1.0,45.14672686230248,95.41240216736907
São Paulo,Jardim Marpu / Fonte,1,793,1.0,25.220680958385877,95.42444310656231
São Paulo,Jardim Maria Terezinha,4,1881,1.0,10.63264221158958,95.43648404575556
São Paulo,Elísio Teixeira Leite II,2,383,1.0,52.21932114882507,95.44852498494882
São Paulo,Entre Rios I,1,476,1.0,42.016806722689076,95.46056592414209
São Paulo,Entre Rios II,1,566,1.0,35.33568904593639,95.47260686333534
São Paulo,Jardim Marabá II,1,335,1.0,59.701492537313435,95.4846478025286
São Paulo,Ernesto Simões Filho,1,361,1.0,55.4016620498615,95.49668874172185
São Paulo,Estrada da Vovó Carolina,1,441,1.0,45.3514739229025,95.50872968091511
São Paulo,Conde Moreira Lima,1,177,1.0,112.99435028248588,95.52077062010837
São Paulo,Estrada de Poá,1,141,1.0,141.84397163120568,95.53281155930162
São Paulo,Chácara Dona América,2,568,1.0,35.21126760563381,95.54485249849488
São Paulo,José Alves da Silva,1,252,1.0,79.36507936507937,95.55689343768815
São Paulo,Gato Preto I e II,2,1158,1.0,17.271157167530223,95.5689343768814
São Paulo,Jardim das Camélias,1,339,1.0,58.99705014749262,95.58097531607466
São Paulo,Jardim da Felicidade,9,3879,1.0,5.155968032998195,95.59301625526791
São Paulo,Chácara Nossa Senhora Aparecida,1,474,1.0,42.19409282700422,95.60505719446117
São Paulo,Jardim Alvorada,1,186,1.0,107.52688172043011,95.61709813365442
São Paulo,Daniel Ayala,3,1337,1.0,14.958863126402393,95.62913907284768
São Paulo,Jardim Aurora / Favela Rendzima,1,289,1.0,69.20415224913495,95.64118001204093
São Paulo,Estrada do Cangaíba,1,866,1.0,23.094688221709006,95.6532209512342
São Paulo,Luís Olivieri,1,206,1.0,97.08737864077669,95.66526189042746
São Paulo,Fulfaro,1,408,1.0,49.01960784313725,95.67730282962071
São Paulo,Jardim Bom Clima,2,1250,1.0,16.0,95.68934376881397
São Paulo,Lourenço,1,278,1.0,71.94244604316548,95.70138470800723
São Paulo,José Roberto Sales,1,157,1.0,127.38853503184713,95.71342564720048
São Paulo,Jardim Cambará I,1,284,1.0,70.42253521126761,95.72546658639374
São Paulo,Circular / Jardim Pedra Branca,1,391,1.0,51.15089514066496,95.73750752558699
São Paulo,Jardim das Palmas,1,534,1.0,37.453183520599254,95.74954846478025
São Paulo,Luiza Rosa,2,629,1.0,31.79650238473768,95.76158940397352
São Paulo,Jararaú II,1,155,1.0,129.03225806451613,95.77363034316677
São Paulo,Cidade de Deus,1,508,1.0,39.37007874015748,95.78567128236001
São Paulo,Jardim dos Lagos - Ipanema,1,254,1.0,78.74015748031496,95.79771222155328
São Paulo,Cidade Azul / Cidade Azul II,2,448,1.0,44.64285714285714,95.80975316074654
São Paulo,Maratis,2,360,1.0,55.55555555555556,95.8217940999398
São Paulo,Joaquim Leal,1,370,1.0,54.054054054054056,95.83383503913305
São Paulo,Chácara do Conde - Invasão,2,569,1.0,35.149384885764505,95.8458759783263
São Paulo,Ipojuca Lins de Araujo,2,339,1.0,58.99705014749262,95.85791691751957
São Paulo,Jardim de Paula,1,409,1.0,48.89975550122249,95.86995785671283
São Paulo,Itabira Pedra Branca,1,193,1.0,103.62694300518135,95.88199879590607
São Paulo,Joaquim da Costa Miranda,1,583,1.0,34.305317324185246,95.89403973509934
São Paulo,Guian Corruiras,2,521,1.0,38.38771593090211,95.9060806742926
São Paulo,Luiza Erundina,1,249,1.0,80.32128514056225,95.91812161348585
São Paulo,Goita,1,338,1.0,59.171597633136095,95.9301625526791
São Paulo,Itapiocaba,1,605,1.0,33.057851239669425,95.94220349187236
São Paulo,Jacinto Palhares,1,175,1.0,114.28571428571429,95.95424443106563
São Paulo,Gleba do Pêssego,1,485,1.0,41.23711340206186,95.96628537025887
São Paulo,João Gaspar I,1,277,1.0,72.20216606498195,95.97832630945213
São Paulo,Louis Caravaque,1,342,1.0,58.47953216374269,95.9903672486454
São Paulo,Chapena,1,246,1.0,81.30081300813008,96.00240818783865
São Paulo,Comunidade Pintadinho / Frei Muniz,1,686,1.0,29.154518950437318,96.01444912703191
São Paulo,Comunidade Sete de Setembro,1,409,1.0,48.89975550122249,96.02649006622516
São Paulo,Jardim Glória,1,613,1.0,32.62642740619902,96.03853100541842
São Paulo,Jardim Guacuri,3,1014,1.0,19.72386587771203,96.05057194461169
São Paulo,Jardim São Pedro,1,247,1.0,80.97165991902834,96.06261288380493
São Paulo,Jardim Helga,4,1980,1.0,10.1010101010101,96.07465382299819
São Paulo,Jardim São Nicolau,1,312,1.0,64.1025641025641,96.08669476219146
São Paulo,Favela do Palanque,1,223,1.0,89.68609865470852,96.09873570138471
São Paulo,Jardim Ideal II,1,921,1.0,21.71552660152009,96.11077664057797
São Paulo,Jardim São Luiz 2,1,509,1.0,39.29273084479371,96.12281757977122
São Paulo,Favela Araguary I e II (Muriçoca),3,1319,1.0,15.163002274450342,96.13485851896448
São Paulo,Jardim Imbuias,4,1480,1.0,13.513513513513514,96.14689945815773
São Paulo,Cantidio Sampaio,2,327,1.0,61.16207951070336,96.15894039735099
São Paulo,Jardim Imbuias II,1,259,1.0,77.22007722007721,96.17098133654424
São Paulo,Jurandir,1,372,1.0,53.763440860215056,96.1830222757375
São Paulo,Condomínio 3M / Clube de Pesca Santa Bárbara,1,343,1.0,58.309037900874635,96.19506321493077
São Paulo,Jardim Fraternidade II,1,179,1.0,111.73184357541899,96.20710415412402
São Paulo,João Peres Calhamares,1,882,1.0,22.67573696145125,96.21914509331728
São Paulo,Flores Tropicais,1,133,1.0,150.37593984962407,96.23118603251054
São Paulo,Comunidade Itajuíbe,2,1132,1.0,17.667844522968196,96.24322697170379
São Paulo,Jardim Universal I,2,786,1.0,25.44529262086514,96.25526791089705
São Paulo,Lote 18,3,1266,1.0,15.79778830963665,96.2673088500903
São Paulo,Jardim Ubirajara,2,678,1.0,29.49852507374631,96.27934978928356
São Paulo,João Gaspar II,1,263,1.0,76.04562737642586,96.29139072847683
São Paulo,Jardim Consórcio I e II,1,326,1.0,61.34969325153374,96.30343166767008
São Paulo,Felix Flamengo,1,103,1.0,194.17475728155338,96.31547260686334
São Paulo,Jardim Três Corações,1,161,1.0,124.22360248447205,96.3275135460566
São Paulo,Mandiocal III do Parque Regina,1,348,1.0,57.47126436781609,96.33955448524985
São Paulo,Jardim D´Abril I,2,1104,1.0,18.115942028985508,96.3515954244431
São Paulo,Jardim Educandário I,1,729,1.0,27.434842249657066,96.36363636363636
São Paulo,João Paulo I,1,507,1.0,39.44773175542406,96.37567730282962
São Paulo,Castelinho,1,583,1.0,34.305317324185246,96.38771824202288
São Paulo,Jardim Elian,1,459,1.0,43.57298474945534,96.39975918121614
São Paulo,Favelinha Jardim Jaraguá,2,933,1.0,21.436227224008572,96.4118001204094
São Paulo,Jardim Faria Lima,1,244,1.0,81.9672131147541,96.42384105960264
São Paulo,Chica Luiza II,4,1029,1.0,19.436345966958214,96.4358819987959
São Paulo,Jardim Rio D'Ouro,2,393,1.0,50.89058524173028,96.44792293798916
São Paulo,Bernardim Ribeiro,3,608,1.0,32.89473684210526,96.45996387718242
Guarulhos,Jardim Santa Bárbara,2,1030,1.0,19.417475728155342,96.47200481637567
Guarulhos,Jardim Hanna/Lavras,3,694,1.0,28.818443804034583,96.48404575556894
São Paulo,Santo Antônio II,1,206,1.0,97.08737864077669,96.4960866947622
Guarulhos,Jardim Normandia,1,357,1.0,56.02240896358543,96.50812763395545
São Paulo,Santa Terezinha II,1,278,1.0,71.94244604316548,96.5201685731487
Guarulhos,Jardim Palmira,1,812,1.0,24.63054187192118,96.53220951234196
Guarulhos,Jardim Ponte Alta III,5,2424,1.0,8.250825082508252,96.54425045153522
Guarulhos,Jardim Presidente Dutra II,4,1945,1.0,10.282776349614396,96.55629139072848
Guarulhos,Jardim Presidente Dutra IV,1,361,1.0,55.4016620498615,96.56833232992173
São Paulo,Santa Terezinha I,1,184,1.0,108.69565217391305,96.580373269115
Guarulhos,Jardim Santa Emília/Jardim Santa Inês,3,604,1.0,33.11258278145695,96.59241420830826
São Paulo,Saturnino Pereira,5,1451,1.0,13.783597518952446,96.6044551475015
Guarulhos,Jardim Santa Maria I,1,867,1.0,23.06805074971165,96.61649608669475
Guarulhos,Jardim Santa Paula,3,1756,1.0,11.389521640091116,96.62853702588802
Guarulhos,Jardim Santa Rita III/Taboão,1,721,1.0,27.739251040221912,96.64057796508128
Guarulhos,Jardim São João Batista,1,791,1.0,25.284450063211125,96.65261890427453
Guarulhos,Jardim das Nações I,2,770,1.0,25.974025974025974,96.66465984346779
Guarulhos,Jardim das Nações II,1,302,1.0,66.2251655629139,96.67670078266106
Guarulhos,Jardim dos Pimentas II,1,338,1.0,59.171597633136095,96.68874172185431
Guarulhos,Núcleo Vila Paraíso,1,413,1.0,48.426150121065376,96.70078266104755
Guarulhos,Parque Uirapuru,1,632,1.0,31.645569620253166,96.71282360024081
Guarulhos,Jardim Guaracy/Jacy,1,410,1.0,48.78048780487805,96.72486453943408
São Paulo,Seabra,3,855,1.0,23.391812865497077,96.73690547862734
São Paulo,Santa Fé II,1,347,1.0,57.636887608069166,96.74894641782059
São Paulo,São José IV,4,1400,1.0,14.285714285714286,96.76098735701385
Francisco Morato,Portal do Lago,1,376,1.0,53.19148936170213,96.77302829620712
Francisco Morato,Rua Arcílio Ferdezoni 2,1,386,1.0,51.81347150259067,96.78506923540036
Francisco Morato,Rua Joaquim Basílio,1,206,1.0,97.08737864077669,96.79711017459361
Francisco Morato,Rua Onze,1,332,1.0,60.24096385542169,96.80915111378687
Francisco Morato,Rua das Orquídeas,1,346,1.0,57.80346820809249,96.82119205298014
São Paulo,São Pedro,1,867,1.0,23.06805074971165,96.8332329921734
Francisco Morato,Viela Dois,2,813,1.0,24.600246002460022,96.84527393136665
Francisco Morato,Viela Seis,1,467,1.0,42.82655246252676,96.8573148705599
Francisco Morato,Viela Um,2,618,1.0,32.362459546925564,96.86935580975316
Franco da Rocha,Monte Verde I,1,149,1.0,134.22818791946307,96.88139674894641
Guarulhos,Jardim Arapongas,1,419,1.0,47.7326968973747,96.89343768813967
São Paulo,São José I,1,470,1.0,42.5531914893617,96.90547862733293
Franco da Rocha,Oroxó,1,535,1.0,37.38317757009346,96.9175195665262
Franco da Rocha,Parque Montreal,1,454,1.0,44.05286343612335,96.92956050571945
Guarulhos,Avenida da Estação,1,273,1.0,73.26007326007326,96.9416014449127
Guarulhos,Cidade Satélite (Rua Cecília Roizen),1,245,1.0,81.63265306122449,96.95364238410596
Guarulhos,Cidade Satélite (Ruas J. de Castilho/Santana Boa Vista),1,165,1.0,121.21212121212122,96.96568332329922
Guarulhos,Cidade Soberana/Canto da Vitória,2,1844,1.0,10.845986984815617,96.97772426249247
São Paulo,Serra de Botucatu,2,885,1.0,22.598870056497177,96.98976520168573
São Paulo,Serra Pelada,2,1330,1.0,15.037593984962406,97.00180614087898
Guarulhos,Recanto do Sol,1,572,1.0,34.96503496503497,97.01384708007225
São Paulo,Santa Fé,2,823,1.0,24.301336573511545,97.02588801926551
São Paulo,Presidente Jordanópolis,4,2192,1.0,9.124087591240876,97.03792895845876
Itaquaquecetuba,Rua Petrópolis,1,966,1.0,20.70393374741201,97.04996989765202
Itaquaquecetuba,Jardim São Gerônimo,3,973,1.0,20.554984583761563,97.06201083684527
Itaquaquecetuba,Jardim Tropical,1,952,1.0,21.008403361344538,97.07405177603853
Itaquaquecetuba,Jardim do Carmo,2,699,1.0,28.612303290414882,97.08609271523179
Itaquaquecetuba,Jardim do Vale,2,2295,1.0,8.714596949891067,97.09813365442504
Itaquaquecetuba,Marengo,3,2625,1.0,7.619047619047619,97.1101745936183
Itaquaquecetuba,Parque Califórnia,1,901,1.0,22.197558268590456,97.12221553281157
Itaquaquecetuba,Perobal/Jardim Califórnia,2,934,1.0,21.41327623126338,97.13425647200482
Itaquaquecetuba,Residencial Fortuna,1,485,1.0,41.23711340206186,97.14629741119806
São Paulo,Recanto Nova República I e II,1,502,1.0,39.8406374501992,97.15833835039133
São Paulo,Raul de Leoni Ramos,1,215,1.0,93.0232558139535,97.17037928958459
Itaquaquecetuba,Jardim Miray,2,917,1.0,21.810250817884405,97.18242022877784
São Paulo,Radar,1,576,1.0,34.72222222222222,97.1944611679711
Itaquaquecetuba,Unidos do Campo Limpo,2,417,1.0,47.961630695443645,97.20650210716435
Itaquaquecetuba,Vila Celeste,5,2529,1.0,7.908264136022143,97.21854304635762
Itaquaquecetuba,Vila Sarney,2,1002,1.0,19.96007984031936,97.23058398555088
São Paulo,Pullman III,1,420,1.0,47.61904761904762,97.24262492474412
Jandira,Da Rua Esperança,3,1844,1.0,10.845986984815617,97.25466586393739
Jandira,Nucleo Ana Tedesco,1,327,1.0,61.16207951070336,97.26670680313065
São Paulo,Promorar da Parada,1,482,1.0,41.49377593360996,97.2787477423239
Mairiporã,Buraco Quente do Fernão Dias,1,477,1.0,41.92872117400419,97.29078868151716
São Paulo,René Fernandes,1,145,1.0,137.9310344827586,97.30282962071041
Itaquaquecetuba,Jardim Maragogipe,2,1235,1.0,16.194331983805668,97.31487055990368
Guarulhos,Vila Itapoan I,1,1312,1.0,15.24390243902439,97.32691149909692
Itapevi,Jardim Cruzeiro / Alabama,2,1401,1.0,14.275517487508923,97.33895243829018
Guarulhos,Vila Nova Cumbica III,1,239,1.0,83.68200836820083,97.35099337748345
Guarulhos,Vila Paraíso II,1,265,1.0,75.47169811320754,97.3630343166767
São Paulo,Rua do Campo,1,196,1.0,102.04081632653062,97.37507525586996
São Paulo,Rua Rio Bahia,1,139,1.0,143.88489208633095,97.38711619506321
Itapecerica da Serra,Jardim Paulista,1,182,1.0,109.89010989010988,97.39915713425647
São Paulo,Bento Guelfi,4,1782,1.0,11.22334455667789,97.41119807344974
Itapecerica da Serra,Mirante da Lagoa,5,1851,1.0,10.804970286331713,97.42323901264298
São Paulo,Rua Maria Regina Marcondes Pinto,1,372,1.0,53.763440860215056,97.43527995183624
São Paulo,Rua Manuel Álvares Pimentel,1,277,1.0,72.20216606498195,97.4473208910295
Itapevi,Jardim Dona Elvira,1,660,1.0,30.303030303030305,97.45936183022276
São Paulo,Ribeirão dos Cochos,1,605,1.0,33.057851239669425,97.47140276941602
São Paulo,Rua Dourada,1,914,1.0,21.88183807439825,97.48344370860927
São Paulo,Rua Chuvas de Verão,4,672,1.0,29.761904761904766,97.49548464780253
São Paulo,Rua Anecy Rocha,3,1800,1.0,11.111111111111112,97.50752558699578
São Paulo,Rossi,1,367,1.0,54.495912806539515,97.51956652618904
Itaquaquecetuba,Avenida Pedro da Cunha Albuquerque Lopes,2,503,1.0,39.761431411530815,97.5316074653823
Itaquaquecetuba,Brilho da Lua,1,779,1.0,25.673940949935815,97.54364840457555
Itaquaquecetuba,Chácara Dona Escolástica/Jardim Paineira,2,1243,1.0,16.090104585679807,97.55568934376882
São Paulo,Rodeio,1,363,1.0,55.09641873278236,97.56773028296207
São Paulo,Riviera Paulista,7,3034,1.0,6.591957811470007,97.57977122215533
Francisco Morato,Marta Miller,1,541,1.0,36.96857670979667,97.59181216134859
Francisco Morato,Jardim Santo Antônio,2,785,1.0,25.477707006369425,97.60385310054184
Francisco Morato,Jardim Alegria,1,371,1.0,53.90835579514825,97.6158940397351
Carapicuíba,Viela Azul - Tibagi,2,785,1.0,25.477707006369425,97.62793497892835
Carapicuíba,Jardim Angela Maria,1,263,1.0,76.04562737642586,97.6399759181216
Carapicuíba,Jardim Hermínia II,1,204,1.0,98.0392156862745,97.65201685731488
Carapicuíba,Jardim dos Afonsos,2,1490,1.0,13.422818791946307,97.66405779650813
Carapicuíba,Rua Marli / Basílio,1,369,1.0,54.200542005420054,97.67609873570139
Carapicuíba,Rua Otaviano França,1,362,1.0,55.24861878453039,97.68813967489464
Carapicuíba,Rua Sarutaia,1,572,1.0,34.96503496503497,97.7001806140879
São Paulo,Vilar do Paraiso,2,822,1.0,24.330900243309003,97.71222155328115
Carapicuíba,Santa Terezinha,1,576,1.0,34.72222222222222,97.72426249247441
São Paulo,Vila do Sol,1,267,1.0,74.90636704119851,97.73630343166766
Carapicuíba,Vila Artem,1,377,1.0,53.05039787798408,97.74834437086093
Carapicuíba,Doutor Eliseu Guilherme,1,506,1.0,39.52569169960474,97.76038531005419
Carapicuíba,Vila Crett III,1,129,1.0,155.03875968992247,97.77242624924745
Carapicuíba,Vila Helemar,1,793,1.0,25.220680958385877,97.78446718844069
Cotia,Favela Nova Vida,3,897,1.0,22.296544035674472,97.79650812763396
São Paulo,Vila das Belezas,1,182,1.0,109.89010989010988,97.80854906682721
Cotia,Favela do Jardim Sandra,1,168,1.0,119.04761904761907,97.82059000602047
São Paulo,Vila da Comunidade,1,296,1.0,67.56756756756756,97.83263094521372
Cotia,Mandelinha,4,1302,1.0,15.360983102918587,97.84467188440699
Cotia,Parque Frondoso,1,329,1.0,60.79027355623101,97.85671282360025
São Paulo,Vila Zatt,1,328,1.0,60.97560975609756,97.8687537627935
Carapicuíba,Jardim Ana Stela,3,1186,1.0,16.863406408094434,97.88079470198674
São Paulo,Viva a Noite,1,710,1.0,28.169014084507044,97.89283564118001
Francisco Morato,Casa Grande,3,1361,1.0,14.695077149155033,97.90487658037327
Caieiras,Franco Camargo,1,262,1.0,76.33587786259542,97.91691751956652
Taboão da Serra,Parque São Joaquim - Leme - Jardim Sílvio Sampaio,4,1752,1.0,11.415525114155251,97.92895845875978
Barueri,Empreendimentos Elias,1,416,1.0,48.07692307692308,97.94099939795305
Taboão da Serra,Parque Pinheiros (Biquinha),1,907,1.0,22.050716648291072,97.9530403371463
Barueri,Nova Aurora,1,668,1.0,29.940119760479043,97.96508127633955
Taboão da Serra,Jardim São Judas II,3,630,1.0,31.746031746031747,97.9771222155328
Barueri,Rua José Ilhéus,1,428,1.0,46.728971962616825,97.98916315472607
Barueri,Viela Mississipi,2,821,1.0,24.3605359317905,98.00120409391933
Taboão da Serra,Jardim Suina,3,694,1.0,28.818443804034583,98.01324503311258
Taboão da Serra,Jardim Scandia,3,1162,1.0,17.211703958691913,98.02528597230584
Taboão da Serra,Jardim Saint Moritz,1,348,1.0,57.47126436781609,98.03732691149911
São Paulo,Volta Redonda,1,141,1.0,141.84397163120568,98.04936785069236
Caieiras,Ricardo Zerbinatti,1,272,1.0,73.52941176470588,98.0614087898856
Cajamar,Campos do Jordão,1,225,1.0,88.8888888888889,98.07344972907886
São Paulo,Água Podre,1,221,1.0,90.49773755656109,98.08549066827213
Carapicuíba,BMX,1,471,1.0,42.462845010615716,98.09753160746538
São Paulo,Zaki Narchi,1,505,1.0,39.603960396039604,98.10957254665864
Carapicuíba,Chácara Quiriri,1,991,1.0,20.181634712411707,98.1216134858519
São Paulo,Xavier de Magalhães,1,469,1.0,42.643923240938165,98.13365442504517
Carapicuíba,Comunidade Brasilia,2,583,1.0,34.305317324185246,98.1456953642384
São Paulo,Willian Kent,1,267,1.0,74.90636704119851,98.15773630343166
Cotia,Parque Rizzo,1,445,1.0,44.943820224719104,98.16977724262492
Diadema,Anequim/Frei Ambrósio,2,364,1.0,54.94505494505494,98.18181818181819
São Paulo,Vila Souza,1,320,1.0,62.5,98.19385912101144
São Paulo,Tirso Martins,2,598,1.0,33.4448160535117,98.2059000602047
Diadema,Vila Joaninha,2,2066,1.0,9.68054211035818,98.21794099939795
Diadema,Vila Nova I,2,1174,1.0,17.035775127768314,98.22998193859121
São Paulo,Vila Cisper Anísio de Abreu,2,953,1.0,20.98635886673662,98.24202287778446
São Paulo,Vale das Virtudes II,2,405,1.0,49.382716049382715,98.25406381697772
São Paulo,Vale Verde ou Monte Verde,2,1206,1.0,16.58374792703151,98.26610475617098
São Paulo,União da Ferrovia,1,312,1.0,64.1025641025641,98.27814569536424
São Paulo,Tufik Mereb,2,908,1.0,22.026431718061676,98.2901866345575
São Paulo,Tomé de Almeida Oliveira,2,673,1.0,29.717682020802375,98.30222757375076
São Paulo,Tomaz Sandrino,1,513,1.0,38.98635477582846,98.31426851294401
São Paulo,Tiro ao Pombo,2,794,1.0,25.188916876574307,98.32630945213727
Diadema,Arco-íris II,1,307,1.0,65.14657980456026,98.33835039133052
São Paulo,Tintas Wanda I / São Jorge II,3,1612,1.0,12.40694789081886,98.35039133052378
Ferraz de Vasconcelos,Jardim Debora,2,748,1.0,26.737967914438503,98.36243226971703
Ferraz de Vasconcelos,Jardim Freire,1,201,1.0,99.50248756218905,98.3744732089103
Ferraz de Vasconcelos,Jardim Malda,1,267,1.0,74.90636704119851,98.38651414810356
São Paulo,Teonilo de Souza,2,645,1.0,31.007751937984498,98.39855508729681
Ferraz de Vasconcelos,Jardim Yone,1,190,1.0,105.26315789473684,98.41059602649007
Ferraz de Vasconcelos,Vila Piauí,7,2714,1.0,7.369196757553427,98.42263696568332
Ferraz de Vasconcelos,Vila Santa Margarida,1,325,1.0,61.53846153846154,98.43467790487658
Francisco Morato,Avenida Salvador,2,874,1.0,22.883295194508012,98.44671884406984
Diadema,Vila Alice,2,1066,1.0,18.76172607879925,98.45875978326309
São Paulo,Vila Jaraguá,1,419,1.0,47.7326968973747,98.47080072245635
São Paulo,Vila Muna,1,607,1.0,32.948929159802304,98.48284166164962
Diadema,"Santa Maria V, VI e VIII",1,397,1.0,50.377833753148614,98.49488260084287
São Paulo,Vila Santa Zélia,1,578,1.0,34.602076124567475,98.50692354003611
São Paulo,Vila Santa Maria,1,281,1.0,71.17437722419929,98.51896447922938
Diadema,Chico Mendes,1,167,1.0,119.76047904191617,98.53100541842264
